municipio,estado
Pinhal da Serra,Rio Grande do Sul
Pinhal Grande,Rio Grande do Sul
Pinheirinho do Vale,Rio Grande do Sul
Pinheiro Machado,Rio Grande do Sul
Pinto Bandeira,Rio Grande do Sul
PirapO,Rio Grande do Sul
Piratini,Rio Grande do Sul
Planalto,Rio Grande do Sul
PoCo das Antas,Rio Grande do Sul
PontAo,Rio Grande do Sul
Ponte Preta,Rio Grande do Sul
PortAo,Rio Grande do Sul
Porto Alegre,Rio Grande do Sul
Porto Lucena,Rio Grande do Sul
Porto MauA,Rio Grande do Sul
Porto Vera Cruz,Rio Grande do Sul
Porto Xavier,Rio Grande do Sul
Pouso Novo,Rio Grande do Sul
Presidente Lucena,Rio Grande do Sul
Progresso,Rondônia
Governador Jorge Teixeira,Rondônia
GuajarA-Mirim,Rondônia
ItapuA do Oeste,Rondônia
Jaru,Rondônia
Ji-ParanA,Rondônia
Machadinho D'Oeste,Rondônia
Ministro Andreazza,Rondônia
Mirante da Serra,Rondônia
Chupinguaia,Rondônia
Colorado do Oeste,Rondônia
Monte Negro,Rondônia
Nova BrasilAndia D'Oeste,Rondônia
Nova MamorE,Rondônia
Nova UniAo,Rondônia
Novo Horizonte do Oeste,Rondônia
Ouro Preto do Oeste,Rondônia
Parecis,Rondônia
Pimenta Bueno,Rondônia
Pimenteiras do Oeste,Rondônia
Porto Velho,Rondônia
Presidente MEdici,Rondônia
Primavera de RondOnia,Rondônia
Rio Crespo,Rondônia
Rolim de Moura,Rondônia
Santa Luzia D'Oeste,Rondônia
SAo Felipe D'Oeste,Rondônia
SAo Francisco do GuaporE,Rondônia
SAo Miguel do GuaporE,Rondônia
Seringueiras,Rondônia
TeixeirOpolis,Rondônia
Theobroma,Rondônia
UrupA,Rondônia
Vale do Anari,Rondônia
Vale do ParaIso,Rondônia
Vilhena,Roraima
Alto Alegre,Roraima
Amajari,Roraima
Boa Vista,Roraima
Bonfim,Roraima
CantA,Roraima
CaracaraI,Roraima
Caroebe,Roraima
Iracema,Roraima
MucajaI,Roraima
Normandia,Roraima
Pacaraima,Roraima
RorainOpolis,Roraima
SAo JoAo da Baliza,Roraima
SAo Luiz,Roraima
UiramutA,Rio Grande do Sul
AceguA,Rio Grande do Sul
Agua Santa,Rio Grande do Sul
Agudo,Rio Grande do Sul
Ajuricaba,Rio Grande do Sul
Alecrim,Rio Grande do Sul
Alegrete,Rio Grande do Sul
Alegria,Rio Grande do Sul
Almirante TamandarE do Sul,Rio Grande do Sul
Alpestre,Rio Grande do Sul
Alto Alegre,Rio Grande do Sul
Alto Feliz,Rio Grande do Sul
Alvorada,Rio Grande do Sul
Amaral Ferrador,Rio Grande do Sul
Ametista do Sul,Rio Grande do Sul
AndrE da Rocha,Rio Grande do Sul
Anta Gorda,Rio Grande do Sul
AntOnio Prado,Rio Grande do Sul
ArambarE,Rio Grande do Sul
AraricA,Rio Grande do Sul
Aratiba,Rio Grande do Sul
Arroio do Meio,Rio Grande do Sul
Arroio do Padre,Rio Grande do Sul
Arroio do Sal,Rio Grande do Sul
Arroio do Tigre,Rio Grande do Sul
Arroio dos Ratos,Rio Grande do Sul
Arroio Grande,Rio Grande do Sul
Arvorezinha,Rio Grande do Sul
Augusto Pestana,Rio Grande do Sul
Aurea,Rio Grande do Sul
BagE,Rio Grande do Sul
BalneArio Pinhal,Rio Grande do Sul
BarAo,Rio Grande do Sul
BarAo de Cotegipe,Rio Grande do Sul
BarAo do Triunfo,Rio Grande do Sul
Barra do Guarita,Rio Grande do Sul
Barra do QuaraI,Rio Grande do Sul
Barra do Ribeiro,Rio Grande do Sul
Barra do Rio Azul,Rio Grande do Sul
Barra Funda,Rio Grande do Sul
BarracAo,Rio Grande do Sul
Barros Cassal,Rio Grande do Sul
Benjamin Constant do Sul,Rio Grande do Sul
Bento GonCalves,Rio Grande do Sul
Boa Vista das Missões,Rio Grande do Sul
Boa Vista do BuricA,Rio Grande do Sul
Boa Vista do Cadeado,Rio Grande do Sul
Boa Vista do Incra,Rio Grande do Sul
Boa Vista do Sul,Rio Grande do Sul
Bom Jesus,Rio Grande do Sul
Bom PrincIpio,Rio Grande do Sul
Bom Progresso,Rio Grande do Sul
Bom Retiro do Sul,Rio Grande do Sul
BoqueirAo do LeAo,Rio Grande do Sul
Bossoroca,Rio Grande do Sul
Bozano,Rio Grande do Sul
Braga,Rio Grande do Sul
Brochier,Rio Grande do Sul
ButiA,Rio Grande do Sul
CaCapava do Sul,Rio Grande do Sul
Cacequi,Rio Grande do Sul
Cachoeira do Sul,Rio Grande do Sul
Cachoeirinha,Rio Grande do Sul
Cacique Doble,Rio Grande do Sul
CaibatE,Rio Grande do Sul
CaiCara,Rio Grande do Sul
CamaquA,Rio Grande do Sul
Camargo,Rio Grande do Sul
CambarA do Sul,Rio Grande do Sul
Campestre da Serra,Rio Grande do Sul
Campina das Missões,Rio Grande do Sul
Campinas do Sul,Rio Grande do Sul
Campo Bom,Rio Grande do Sul
Campo Novo,Rio Grande do Sul
Campos Borges,Rio Grande do Sul
CandelAria,Rio Grande do Sul
CAndido GodOi,Rio Grande do Sul
Candiota,Rio Grande do Sul
Canela,Rio Grande do Sul
CanguCu,Rio Grande do Sul
Canoas,Rio Grande do Sul
Canudos do Vale,Rio Grande do Sul
CapAo Bonito do Sul,Rio Grande do Sul
CapAo da Canoa,Rio Grande do Sul
CapAo do CipO,Rio Grande do Sul
CapAo do LeAo,Rio Grande do Sul
Capela de Santana,Rio Grande do Sul
CapitAo,Rio Grande do Sul
Capivari do Sul,Rio Grande do Sul
CaraA,Rio Grande do Sul
Carazinho,Rio Grande do Sul
Carlos Barbosa,Rio Grande do Sul
Carlos Gomes,Rio Grande do Sul
Casca,Rio Grande do Sul
Caseiros,Rio Grande do Sul
CatuIpe,Rio Grande do Sul
Caxias do Sul,Rio Grande do Sul
CentenArio,Rio Grande do Sul
Cerrito,Rio Grande do Sul
Cerro Branco,Rio Grande do Sul
Cerro Grande,Rio Grande do Sul
Cerro Grande do Sul,Rio Grande do Sul
Cerro Largo,Rio Grande do Sul
Chapada,Rio Grande do Sul
Charqueadas,Rio Grande do Sul
Charrua,Rio Grande do Sul
Chiapetta,Rio Grande do Sul
ChuI,Rio Grande do Sul
Chuvisca,Rio Grande do Sul
Cidreira,Rio Grande do Sul
CirIaco,Rio Grande do Sul
Colinas,Rio Grande do Sul
Colorado,Rio Grande do Sul
Condor,Rio Grande do Sul
Constantina,Rio Grande do Sul
Coqueiro Baixo,Rio Grande do Sul
Coqueiros do Sul,Rio Grande do Sul
Coronel Barros,Rio Grande do Sul
Coronel Bicaco,Rio Grande do Sul
Coronel Pilar,Rio Grande do Sul
CotiporA,Rio Grande do Sul
Coxilha,Rio Grande do Sul
Crissiumal,Rio Grande do Sul
Cristal,Rio Grande do Sul
Cristal do Sul,Rio Grande do Sul
Cruz Alta,Rio Grande do Sul
Cruzaltense,Rio Grande do Sul
Cruzeiro do Sul,Rio Grande do Sul
David Canabarro,Rio Grande do Sul
Derrubadas,Rio Grande do Sul
Dezesseis de Novembro,Rio Grande do Sul
Dilermando de Aguiar,Rio Grande do Sul
Dois IrmAos,Rio Grande do Sul
Dois IrmAos das Missões,Rio Grande do Sul
Dois Lajeados,Rio Grande do Sul
Dom Feliciano,Rio Grande do Sul
Dom Pedrito,Rio Grande do Sul
Dom Pedro de AlcAntara,Rio Grande do Sul
Dona Francisca,Mato Grosso
CampinApolis,Mato Grosso
Campo Novo do Parecis,Mato Grosso
Campo Verde,Mato Grosso
Campos de JUlio,Mato Grosso
Canabrava do Norte,Mato Grosso
Canarana,Mato Grosso
Carlinda,Mato Grosso
Castanheira,Mato Grosso
Chapada dos GuimarAes,Mato Grosso
ClAudia,Mato Grosso
Cocalinho,Mato Grosso
ColIder,Mato Grosso
Colniza,Mato Grosso
Comodoro,Mato Grosso
Confresa,Mato Grosso
Conquista D'Oeste,Mato Grosso
CotriguaCu,Mato Grosso
CuiabA,Mato Grosso
CurvelAndia,Mato Grosso
Denise,Mato Grosso
Diamantino,Mato Grosso
Dom Aquino,Mato Grosso
Feliz Natal,Mato Grosso
FigueirOpolis D'Oeste,Mato Grosso
GaUcha do Norte,Mato Grosso
General Carneiro,Mato Grosso
GlOria D'Oeste,Mato Grosso
GuarantA do Norte,Mato Grosso
Guiratinga,Mato Grosso
IndiavaI,Mato Grosso
ItaUba,Mato Grosso
Itiquira,Mato Grosso
Jaciara,Mato Grosso
Jangada,Mato Grosso
Jauru,Mato Grosso
Juara,Mato Grosso
JuIna,Mato Grosso
Juruena,Mato Grosso
Juscimeira,Mato Grosso
Lambari D'Oeste,Mato Grosso
Lucas do Rio Verde,Mato Grosso
Luciara,Mato Grosso
MarcelAndia,Mato Grosso
MatupA,Mato Grosso
Mirassol d'Oeste,Mato Grosso
Nobres,Mato Grosso
NortelAndia,Mato Grosso
Nossa Senhora do Livramento,Mato Grosso
Nova Bandeirantes,Mato Grosso
Nova BrasilAndia,Mato Grosso
Nova CanaA do Norte,Mato Grosso
Nova Guarita,Mato Grosso
Nova Lacerda,Mato Grosso
Nova MarilAndia,Mato Grosso
Nova MaringA,Mato Grosso
Nova Monte Verde,Mato Grosso
Nova Mutum,Mato Grosso
Nova NazarE,Mato Grosso
Nova OlImpia,Mato Grosso
Nova Santa Helena,Mato Grosso
Nova UbiratA,Mato Grosso
Nova Xavantina,Mato Grosso
Novo Horizonte do Norte,Mato Grosso
Novo Mundo,Mato Grosso
Novo Santo AntOnio,Mato Grosso
Novo SAo Joaquim,Mato Grosso
ParanaIta,Mato Grosso
Paranatinga,Minas Gerais
SAo FElix de Minas,Mato Grosso do Sul
Nova Alvorada do Sul,Mato Grosso
Pedra Preta,Mato Grosso
Peixoto de Azevedo,Mato Grosso
Planalto da Serra,Mato Grosso
PoconE,Mato Grosso
Pontal do Araguaia,Mato Grosso
Ponte Branca,Mato Grosso
Pontes e Lacerda,Mato Grosso
Porto Alegre do Norte,Mato Grosso
Porto dos GaUchos,Mato Grosso
Porto EsperidiAo,Mato Grosso
Porto Estrela,Mato Grosso
PoxorEu,Mato Grosso
Primavera do Leste,Mato Grosso
QuerEncia,Mato Grosso
Reserva do CabaCal,Mato Grosso
RibeirAo Cascalheira,Mato Grosso
RibeirAozinho,Mato Grosso
Rio Branco,Mato Grosso
RondolAndia,Mato Grosso
RondonOpolis,Mato Grosso
RosArio Oeste,Mato Grosso
Salto do CEu,Mato Grosso
Santa Carmem,Mato Grosso
Santa Cruz do Xingu,Mato Grosso
Santa Rita do Trivelato,Mato Grosso
Santa Terezinha,Mato Grosso
Santo Afonso,Mato Grosso
Santo AntOnio do Leste,Mato Grosso
Santo AntOnio do Leverger,Mato Grosso
SAo FElix do Araguaia,Mato Grosso
SAo JosE do Povo,Mato Grosso
SAo JosE do Rio Claro,Mato Grosso
SAo JosE do Xingu,Mato Grosso
SAo JosE dos Quatro Marcos,Mato Grosso
SAo Pedro da Cipa,Mato Grosso
Sapezal,Mato Grosso
Serra Nova Dourada,Mato Grosso
Sinop,Mato Grosso
Sorriso,Mato Grosso
TabaporA,Mato Grosso
TangarA da Serra,Mato Grosso
Tapurah,Mato Grosso
Terra Nova do Norte,Mato Grosso
Tesouro,Mato Grosso
TorixorEu,Mato Grosso
UniAo do Sul,Mato Grosso
Vale de SAo Domingos,Mato Grosso
VArzea Grande,Mato Grosso
Vera,Mato Grosso
Vila Bela da SantIssima Trindade,Mato Grosso
Vila Rica,Pará
Abaetetuba,Pará
Abel Figueiredo,Pará
AcarA,Pará
AfuA,Pará
Agua Azul do Norte,Pará
Alenquer,Pará
Almeirim,Pará
Altamira,Pará
AnajAs,Pará
Ananindeua,Pará
Anapu,Pará
Augusto CorrEa,Pará
Aurora do ParA,Pará
Aveiro,Pará
Bagre,Pará
BaiAo,Pará
Bannach,Pará
Barcarena,Pará
BelEm,Pará
Belterra,Pará
Benevides,Pará
Bom Jesus do Tocantins,Pará
Bonito,Pará
BraganCa,Pará
Brasil Novo,Pará
Brejo Grande do Araguaia,Pará
Breu Branco,Pará
Cachoeira do Arari,Pará
Cachoeira do PiriA,Pará
CametA,Pará
CanaA dos CarajAs,Pará
Capanema,Pará
Chaves,Pará
Colares,Pará
ConceiCAo do Araguaia,Pará
ConcOrdia do ParA,Pará
Cumaru do Norte,Pará
CurionOpolis,Pará
Curralinho,Pará
CuruA,Pará
CuruCA,Pará
Dom Eliseu,Pará
Eldorado do CarajAs,Pará
Faro,Pará
Floresta do Araguaia,Pará
GarrafAo do Norte,Pará
GoianEsia do ParA,Pará
GurupA,Pará
IgarapE-ACu,Pará
IgarapE-Miri,Pará
Inhangapi,Pará
Ipixuna do ParA,Pará
Irituia,Pará
Itaituba,Pará
Itupiranga,Pará
Jacareacanga,Pará
JacundA,Pará
Juruti,Pará
Limoeiro do Ajuru,Pará
MAe do Rio,Pará
MagalhAes Barata,Pará
MarabA,Pará
MaracanA,Pará
Marapanim,Pará
Marituba,Rio Grande do Norte
Passagem,Rio Grande do Sul
ProtAsio Alves,Rio Grande do Sul
Putinga,Rio Grande do Sul
QuaraI,Rio Grande do Sul
Quatro IrmAos,Rio Grande do Sul
Quevedos,Rio Grande do Sul
Quinze de Novembro,Rio Grande do Sul
Redentora,Rio Grande do Sul
Relvado,Rio Grande do Sul
Restinga SEca,Rio Grande do Sul
Rio dos Indios,Rio Grande do Sul
Rio Grande,Rio Grande do Sul
Rio Pardo,Rio Grande do Sul
Riozinho,Rio Grande do Sul
Rolador,Rio Grande do Sul
Rolante,Rio Grande do Sul
Ronda Alta,Rio Grande do Sul
Rondinha,Rio Grande do Sul
Roque Gonzales,Rio Grande do Sul
RosArio do Sul,Rio Grande do Sul
Sagrada FamIlia,Rio Grande do Sul
Saldanha Marinho,Rio Grande do Sul
Salto do JacuI,Rio Grande do Sul
Salvador das Missões,Rio Grande do Sul
Salvador do Sul,Rio Grande do Sul
Sananduva,Rio Grande do Sul
Santa BArbara do Sul,Rio Grande do Sul
Santa CecIlia do Sul,Rio Grande do Sul
Santa Clara do Sul,Rio Grande do Sul
Santa Cruz do Sul,Rio Grande do Sul
Santa Margarida do Sul,Rio Grande do Sul
Santa Maria,Rio Grande do Sul
Santa Maria do Herval,Rio Grande do Sul
Santa Rosa,Rio Grande do Sul
Santa Tereza,Rio Grande do Sul
Santa VitOria do Palmar,Rio Grande do Sul
Santana da Boa Vista,Rio Grande do Sul
Sant'Ana do Livramento,Rio Grande do Sul
Santiago,Rio Grande do Sul
Santo Angelo,Rio Grande do Sul
Santo AntOnio da Patrulha,Rio Grande do Sul
Santo AntOnio das Missões,Rio Grande do Sul
Santo AntOnio do Palma,Rio Grande do Sul
Santo AntOnio do Planalto,Rio Grande do Sul
Santo Augusto,Rio Grande do Sul
Santo Cristo,Rio Grande do Sul
Santo Expedito do Sul,Rio Grande do Sul
SAo Borja,Rio Grande do Sul
SAo Domingos do Sul,Rio Grande do Sul
SAo Francisco de Assis,Rio Grande do Sul
SAo Francisco de Paula,Rio Grande do Sul
SAo Gabriel,Rio Grande do Sul
SAo JerOnimo,Rio Grande do Sul
SAo JoAo da Urtiga,Rio Grande do Sul
SAo JoAo do PolEsine,Rio Grande do Sul
SAo Jorge,Rio Grande do Sul
SAo JosE das Missões,Rio Grande do Sul
SAo JosE do Herval,Rio Grande do Sul
SAo JosE do HortEncio,Rio Grande do Sul
SAo JosE do InhacorA,Rio Grande do Sul
SAo JosE do Norte,Rio Grande do Sul
SAo JosE do Ouro,Rio Grande do Sul
SAo JosE do Sul,Rio Grande do Sul
SAo JosE dos Ausentes,Rio Grande do Sul
SAo Leopoldo,Rio Grande do Sul
SAo LourenCo do Sul,Rio Grande do Sul
SAo Luiz Gonzaga,Rio Grande do Sul
SAo Marcos,Rio Grande do Sul
SAo Martinho,Rio Grande do Sul
SAo Martinho da Serra,Rio Grande do Sul
SAo Miguel das Missões,Rio Grande do Sul
SAo Nicolau,Rio Grande do Sul
SAo Paulo das Missões,Rio Grande do Sul
SAo Pedro da Serra,Rio Grande do Sul
SAo Pedro das Missões,Rio Grande do Sul
SAo Pedro do ButiA,Rio Grande do Sul
SAo Pedro do Sul,Rio Grande do Sul
SAo SebastiAo do CaI,Rio Grande do Sul
SAo SepE,Rio Grande do Sul
SAo Valentim,Rio Grande do Sul
SAo Valentim do Sul,Rio Grande do Sul
SAo ValErio do Sul,Rio Grande do Sul
SAo Vendelino,Rio Grande do Sul
MaratA,Rio Grande do Sul
SAo Vicente do Sul,Rio Grande do Sul
Sapiranga,Rio Grande do Sul
Sapucaia do Sul,Rio Grande do Sul
Sarandi,Rio Grande do Sul
Seberi,Rio Grande do Sul
Sede Nova,Rio Grande do Sul
Segredo,Rio Grande do Sul
Selbach,Rio Grande do Sul
Senador Salgado Filho,Rio Grande do Sul
Sentinela do Sul,Rio Grande do Sul
Serafina CorrEa,Rio Grande do Sul
SErio,Rio Grande do Sul
SertAo,Rio Grande do Sul
SertAo Santana,Rio Grande do Sul
Sete de Setembro,Rio Grande do Sul
Severiano de Almeida,Rio Grande do Sul
Silveira Martins,Rio Grande do Sul
Sinimbu,Rio Grande do Sul
Sobradinho,Rio Grande do Sul
Soledade,Rio Grande do Sul
TabaI,Rio Grande do Sul
Tapejara,Rio Grande do Sul
Tapera,Rio Grande do Sul
Tapes,Rio Grande do Sul
Taquara,Rio Grande do Sul
Taquari,Rio Grande do Sul
TaquaruCu do Sul,Rio Grande do Sul
Tavares,Rio Grande do Sul
Tenente Portela,Rio Grande do Sul
Terra de Areia,Rio Grande do Sul
TeutOnia,Rio Grande do Sul
Tio Hugo,Rio Grande do Sul
Tiradentes do Sul,Rio Grande do Sul
Toropi,Rio Grande do Sul
Torres,Rio Grande do Sul
TramandaI,Rio Grande do Sul
Travesseiro,Rio Grande do Sul
TrEs Arroios,Rio Grande do Sul
TrEs Cachoeiras,Rio Grande do Sul
TrEs Coroas,Rio Grande do Sul
TrEs de Maio,Rio Grande do Sul
TrEs Forquilhas,Rio Grande do Sul
TrEs Palmeiras,Rio Grande do Sul
TrEs Passos,Rio Grande do Sul
Trindade do Sul,Rio Grande do Sul
Triunfo,Rio Grande do Sul
Tucunduva,Rio Grande do Sul
Tunas,Rio Grande do Sul
Tupanci do Sul,Rio Grande do Sul
TupanciretA,Rio Grande do Sul
Tupandi,Rio Grande do Sul
Tuparendi,Rio Grande do Sul
TuruCu,Rio Grande do Sul
Ubiretama,Rio Grande do Sul
UniAo da Serra,Rio Grande do Sul
Unistalda,Rio Grande do Sul
Uruguaiana,Rio Grande do Sul
Vacaria,Rio Grande do Sul
Vale do Sol,Rio Grande do Sul
Vale Real,Rio Grande do Sul
Vale Verde,Rio Grande do Sul
Vanini,Rio Grande do Sul
VenAncio Aires,Rio Grande do Sul
Vera Cruz,Rio Grande do Sul
VeranOpolis,Rio Grande do Sul
Vespasiano CorrEa,Rio Grande do Sul
Viadutos,Rio Grande do Sul
ViamAo,Rio Grande do Sul
Vicente Dutra,Rio Grande do Sul
Victor Graeff,Rio Grande do Sul
Vila Flores,Rio Grande do Sul
Vila LAngaro,Rio Grande do Sul
Vila Maria,Rio Grande do Sul
Vila Nova do Sul,Rio Grande do Sul
Vista Alegre,Rio Grande do Sul
Vista Alegre do Prata,Rio Grande do Sul
Vista GaUcha,Rio Grande do Sul
VitOria das Missões,Rio Grande do Sul
WestfAlia,Rio Grande do Sul
Xangri-lA,Santa Catarina
Abdon Batista,Santa Catarina
Abelardo Luz,Santa Catarina
AgrolAndia,Santa Catarina
AgronOmica,Santa Catarina
Agua Doce,Santa Catarina
Aguas de ChapecO,Santa Catarina
Aguas Frias,Santa Catarina
Aguas Mornas,Santa Catarina
Alfredo Wagner,Santa Catarina
Alto Bela Vista,Santa Catarina
Anchieta,Santa Catarina
Angelina,Santa Catarina
Anita Garibaldi,Santa Catarina
AnitApolis,Santa Catarina
AntOnio Carlos,Santa Catarina
ApiUna,Santa Catarina
ArabutA,Santa Catarina
Araquari,Santa Catarina
AraranguA,Santa Catarina
ArmazEm,Santa Catarina
Arroio Trinta,Pará
MojuI dos Campos,Piauí
Aroeiras do Itaim,Piauí
NazAria,Santa Catarina
Pescaria Brava,Santa Catarina
BalneArio RincAo,Mato Grosso do Sul
FigueirAo,Mato Grosso do Sul
ParaIso das Aguas,Mato Grosso
Ipiranga do Norte,Mato Grosso
ItanhangA,Minas Gerais
Riacho dos Machados,Minas Gerais
RibeirAo das Neves,Minas Gerais
RibeirAo Vermelho,Minas Gerais
Rio Acima,Minas Gerais
Rio Casca,Minas Gerais
Rio do Prado,Minas Gerais
Rio Doce,Minas Gerais
Rio Espera,Minas Gerais
Rio Manso,Minas Gerais
Rio Novo,Minas Gerais
Rio ParanaIba,Minas Gerais
Rio Pardo de Minas,Minas Gerais
Rio Piracicaba,Minas Gerais
Rio Pomba,Minas Gerais
Rio Preto,Minas Gerais
Rio Vermelho,Minas Gerais
RitApolis,Minas Gerais
Rochedo de Minas,Minas Gerais
Rodeiro,Minas Gerais
Romaria,Minas Gerais
RosArio da Limeira,Minas Gerais
Rubelita,Minas Gerais
Rubim,Minas Gerais
SabarA,Minas Gerais
SabinOpolis,Minas Gerais
Sacramento,Minas Gerais
Salinas,Minas Gerais
Salto da Divisa,Minas Gerais
Santa BArbara,Minas Gerais
Santa BArbara do Leste,Minas Gerais
Santa BArbara do Monte Verde,Minas Gerais
Santa BArbara do TugUrio,Minas Gerais
Santa Cruz de Minas,Minas Gerais
Santa Cruz de Salinas,Minas Gerais
Santa Cruz do Escalvado,Minas Gerais
Santa EfigEnia de Minas,Minas Gerais
Santa FE de Minas,Minas Gerais
Santa Helena de Minas,Minas Gerais
Santa Juliana,Minas Gerais
Santa Luzia,Pará
MelgaCo,Pará
Mocajuba,Pará
Moju,Pará
Monte Alegre,Pará
MuanA,Pará
Nova EsperanCa do PiriA,Pará
Nova Ipixuna,Pará
Nova Timboteua,Pará
Novo Progresso,Pará
Novo Repartimento,Pará
Obidos,Pará
Oeiras do ParA,Pará
OriximinA,Pará
OurEm,Pará
OurilAndia do Norte,Pará
PacajA,Pará
Palestina do ParA,Pará
Paragominas,Pará
Parauapebas,Pará
Pau D'Arco,Pará
Peixe-Boi,Pará
PiCarra,Pará
Placas,Pará
Ponta de Pedras,Pará
Portel,Pará
Porto de Moz,Pará
Prainha,Pará
Primavera,Pará
Quatipuru,Pará
RedenCAo,Pará
Rio Maria,Pará
Rondon do ParA,Pará
RurOpolis,Pará
SalinOpolis,Pará
Salvaterra,Pará
Santa BArbara do ParA,Pará
Santa Cruz do Arari,Pará
Santa Izabel do ParA,Pará
Santa Luzia do ParA,Pará
Santa Maria das Barreiras,Pará
Santa Maria do ParA,Pará
Santana do Araguaia,Pará
SantarEm,Pará
SantarEm Novo,Pará
Santo AntOnio do TauA,Pará
SAo Caetano de Odivelas,Pará
SAo Domingos do Araguaia,Pará
SAo Domingos do Capim,Pará
SAo FElix do Xingu,Pará
SAo Francisco do ParA,Minas Gerais
Monsenhor Paulo,Minas Gerais
MontalvAnia,Minas Gerais
Monte Alegre de Minas,Minas Gerais
Monte Azul,Minas Gerais
Monte Formoso,Minas Gerais
Monte Santo de Minas,Minas Gerais
Monte SiAo,Minas Gerais
Montes Claros,Minas Gerais
Montezuma,Minas Gerais
Morada Nova de Minas,Minas Gerais
Morro da GarCa,Minas Gerais
Morro do Pilar,Minas Gerais
Munhoz,Minas Gerais
MuriaE,Minas Gerais
Mutum,Minas Gerais
Nacip Raydan,Minas Gerais
Nanuque,Minas Gerais
Naque,Minas Gerais
NatalAndia,Minas Gerais
NatErcia,Minas Gerais
Nazareno,Minas Gerais
Nova BelEm,Minas Gerais
Nova Era,Minas Gerais
Nova Lima,Minas Gerais
Nova MOdica,Minas Gerais
Nova Ponte,Minas Gerais
Nova Porteirinha,Minas Gerais
Nova Resende,Minas Gerais
Nova Serrana,Minas Gerais
Nova UniAo,Minas Gerais
Novo Cruzeiro,Minas Gerais
Novo Oriente de Minas,Minas Gerais
Novorizonte,Minas Gerais
Olaria,Minas Gerais
Olhos-d'Agua,Minas Gerais
OlImpio Noronha,Minas Gerais
Oliveira,Minas Gerais
Oliveira Fortes,Minas Gerais
OnCa de Pitangui,Minas Gerais
OratOrios,Minas Gerais
OrizAnia,Minas Gerais
Ouro Branco,Minas Gerais
Ouro Fino,Minas Gerais
Ouro Preto,Minas Gerais
Ouro Verde de Minas,Minas Gerais
Padre Carvalho,Minas Gerais
Padre ParaIso,Minas Gerais
Pai Pedro,Minas Gerais
Paineiras,Minas Gerais
Pains,Minas Gerais
Paiva,Minas Gerais
Palma,Minas Gerais
PalmOpolis,Minas Gerais
Papagaios,Minas Gerais
ParA de Minas,Minas Gerais
Paracatu,Minas Gerais
ParaguaCu,Minas Gerais
ParaisOpolis,Minas Gerais
Paraopeba,Minas Gerais
Passa Quatro,Minas Gerais
Passa Tempo,Minas Gerais
Passa-Vinte,Minas Gerais
PassabEm,Minas Gerais
Passos,Minas Gerais
Patis,Minas Gerais
Patos de Minas,Minas Gerais
PatrocInio,Minas Gerais
PatrocInio do MuriaE,Minas Gerais
Paula CAndido,Minas Gerais
Paulistas,Minas Gerais
PavAo,Minas Gerais
PeCanha,Minas Gerais
Pedra Azul,Minas Gerais
Pedra Bonita,Minas Gerais
Pedra do Anta,Minas Gerais
Pedra do IndaiA,Minas Gerais
Pedra Dourada,Minas Gerais
Pedralva,Minas Gerais
Pedras de Maria da Cruz,Minas Gerais
PedrinOpolis,Minas Gerais
Pedro Leopoldo,Minas Gerais
Pedro Teixeira,Minas Gerais
Pequeri,Minas Gerais
Pequi,Minas Gerais
PerdigAo,Minas Gerais
Perdizes,Minas Gerais
Perdões,Minas Gerais
Periquito,Minas Gerais
Pescador,Minas Gerais
Piau,Minas Gerais
Piedade de Caratinga,Minas Gerais
Piedade de Ponte Nova,Minas Gerais
Piedade do Rio Grande,Minas Gerais
Piedade dos Gerais,Minas Gerais
Pimenta,Minas Gerais
Pingo-d'Agua,Minas Gerais
PintOpolis,Minas Gerais
Piracema,Minas Gerais
Pirajuba,Minas Gerais
Piranga,Minas Gerais
PiranguCu,Minas Gerais
Piranguinho,Minas Gerais
Pirapetinga,Minas Gerais
Pirapora,Minas Gerais
PiraUba,Minas Gerais
Pitangui,Minas Gerais
Piumhi,Minas Gerais
Planura,Minas Gerais
PoCo Fundo,Minas Gerais
PoCos de Caldas,Minas Gerais
Pocrane,Minas Gerais
PompEu,Minas Gerais
Ponte Nova,Minas Gerais
Ponto Chique,Minas Gerais
Ponto dos Volantes,Minas Gerais
Porteirinha,Minas Gerais
Porto Firme,Minas Gerais
PotE,Minas Gerais
Pouso Alegre,Minas Gerais
Pouso Alto,Minas Gerais
Prados,Minas Gerais
Prata,Minas Gerais
PratApolis,Minas Gerais
Pratinha,Minas Gerais
Presidente Bernardes,Minas Gerais
Presidente Juscelino,Minas Gerais
Presidente Kubitschek,Minas Gerais
Presidente OlegArio,Minas Gerais
Prudente de Morais,Minas Gerais
Quartel Geral,Minas Gerais
Queluzito,Minas Gerais
Raposos,Minas Gerais
Nepomuceno,Minas Gerais
Ninheira,Minas Gerais
Raul Soares,Minas Gerais
Recreio,Minas Gerais
Reduto,Minas Gerais
Resende Costa,Minas Gerais
Resplendor,Minas Gerais
Ressaquinha,Minas Gerais
Riachinho,Acre
